gutenberg_id,text
1228,than do the individuals of any one species or variety in a state of
1228,nature. When we reflect on the vast diversity of the plants and animals
1228,"which have been cultivated, and which have varied during all ages under"
1228,"the most different climates and treatment, I think we are driven to"
1228,conclude that this greater variability is simply due to our domestic
1228,productions having been raised under conditions of life not so uniform
1228,"as, and somewhat different from, those to which the parent-species have"
1228,"been exposed under nature. There is, also, I think, some probability"
1228,"in the view propounded by Andrew Knight, that this variability may be"
1228,partly connected with excess of food. It seems pretty clear that organic
1228,beings must be exposed during several generations to the new conditions
1228,of life to cause any appreciable amount of variation; and that when the
1228,"organisation has once begun to vary, it generally continues to vary for"
1228,many generations. No case is on record of a variable being ceasing to be
1228,"variable under cultivation. Our oldest cultivated plants, such as wheat,"
1228,still often yield new varieties: our oldest domesticated animals are
1228,still capable of rapid improvement or modification.
1228,
1228,"It has been disputed at what period of life the causes of variability,"
1228,"whatever they may be, generally act; whether during the early or late"
1228,"period of development of the embryo, or at the instant of conception."
1228,Geoffroy St. Hilaire's experiments show that unnatural treatment of the
1228,embryo causes monstrosities; and monstrosities cannot be separated by
1228,any clear line of distinction from mere variations. But I am strongly
1228,inclined to suspect that the most frequent cause of variability may
1228,be attributed to the male and female reproductive elements having been
1228,affected prior to the act of conception. Several reasons make me believe
1228,in this; but the chief one is the remarkable effect which confinement or
1228,cultivation has on the functions of the reproductive system; this
1228,system appearing to be far more susceptible than any other part of the
1228,"organisation, to the action of any change in the conditions of life."
1228,"Nothing is more easy than to tame an animal, and few things more"
1228,"difficult than to get it to breed freely under confinement, even in the"
1228,many cases when the male and female unite. How many animals there
1228,"are which will not breed, though living long under not very close"
1228,confinement in their native country! This is generally attributed to
1228,vitiated instincts; but how many cultivated plants display the utmost
1228,"vigour, and yet rarely or never seed! In some few such cases it has"
1228,"been found out that very trifling changes, such as a little more or less"
1228,"water at some particular period of growth, will determine whether or not"
1228,the plant sets a seed. I cannot here enter on the copious details which
1228,I have collected on this curious subject; but to show how singular the
1228,"laws are which determine the reproduction of animals under confinement,"
1228,"I may just mention that carnivorous animals, even from the tropics,"
1228,"breed in this country pretty freely under confinement, with the"
1228,"exception of the plantigrades or bear family; whereas, carnivorous"
1228,"birds, with the rarest exceptions, hardly ever lay fertile eggs. Many"
1228,"exotic plants have pollen utterly worthless, in the same exact"
1228,"condition as in the most sterile hybrids. When, on the one hand, we"
1228,"see domesticated animals and plants, though often weak and sickly, yet"
1228,"breeding quite freely under confinement; and when, on the other hand,"
1228,"we see individuals, though taken young from a state of nature,"
1228,"perfectly tamed, long-lived, and healthy (of which I could give numerous"
1228,"instances), yet having their reproductive system so seriously affected"
1228,"by unperceived causes as to fail in acting, we need not be surprised"
1228,"at this system, when it does act under confinement, acting not quite"
1228,"regularly, and producing offspring not perfectly like their parents or"
1228,variable.
1228,
1228,Sterility has been said to be the bane of horticulture; but on this
1228,view we owe variability to the same cause which produces sterility; and
1228,variability is the source of all the choicest productions of the garden.
1228,"I may add, that as some organisms will breed most freely under the"
1228,"most unnatural conditions (for instance, the rabbit and ferret kept"
1228,"in hutches), showing that their reproductive system has not been thus"
1228,affected; so will some animals and plants withstand domestication or
1228,"cultivation, and vary very slightly--perhaps hardly more than in a state"
1228,of nature.
1228,
1228,"A long list could easily be given of ""sporting plants;"" by this term"
1228,"gardeners mean a single bud or offset, which suddenly assumes a new and"
1228,sometimes very different character from that of the rest of the plant.
1228,"Such buds can be propagated by grafting, etc., and sometimes by seed."
1228,"These ""sports"" are extremely rare under nature, but far from rare under"
1228,cultivation; and in this case we see that the treatment of the parent
1228,"has affected a bud or offset, and not the ovules or pollen. But it is"
1228,the opinion of most physiologists that there is no essential difference
1228,between a bud and an ovule in their earliest stages of formation; so
1228,"that, in fact, ""sports"" support my view, that variability may be largely"
1228,"attributed to the ovules or pollen, or to both, having been affected by"
1228,the treatment of the parent prior to the act of conception. These cases
1228,"anyhow show that variation is not necessarily connected, as some authors"
1228,"have supposed, with the act of generation."
1228,
1228,"Seedlings from the same fruit, and the young of the same litter,"
1228,"sometimes differ considerably from each other, though both the young"
1228,"and the parents, as Muller has remarked, have apparently been exposed to"
1228,exactly the same conditions of life; and this shows how unimportant the
1228,direct effects of the conditions of life are in comparison with the laws
1228,"of reproduction, and of growth, and of inheritance; for had the action"
1228,"of the conditions been direct, if any of the young had varied, all would"
1228,"probably have varied in the same manner. To judge how much, in the case"
1228,"of any variation, we should attribute to the direct action of heat,"
1228,"moisture, light, food, etc., is most difficult: my impression is, that"
1228,"with animals such agencies have produced very little direct effect,"
1228,"though apparently more in the case of plants. Under this point of view,"
1228,Mr. Buckman's recent experiments on plants seem extremely valuable.
1228,When all or nearly all the individuals exposed to certain conditions are
1228,"affected in the same way, the change at first appears to be directly"
1228,due to such conditions; but in some cases it can be shown that quite
1228,opposite conditions produce similar changes of structure. Nevertheless
1228,"some slight amount of change may, I think, be attributed to the direct"
1228,"action of the conditions of life--as, in some cases, increased size from"
1228,"amount of food, colour from particular kinds of food and from light, and"
1228,perhaps the thickness of fur from climate.
1228,
1228,"Habit also has a decided influence, as in the period of flowering with"
1228,plants when transported from one climate to another. In animals it has
1228,"a more marked effect; for instance, I find in the domestic duck that"
1228,"the bones of the wing weigh less and the bones of the leg more,"
1228,"in proportion to the whole skeleton, than do the same bones in the"
1228,wild-duck; and I presume that this change may be safely attributed to
1228,"the domestic duck flying much less, and walking more, than its wild"
1228,parent. The great and inherited development of the udders in cows and
1228,"goats in countries where they are habitually milked, in comparison with"
1228,"the state of these organs in other countries, is another instance of the"
1228,effect of use. Not a single domestic animal can be named which has not
1228,"in some country drooping ears; and the view suggested by some authors,"
1228,"that the drooping is due to the disuse of the muscles of the ear, from"
1228,"the animals not being much alarmed by danger, seems probable."
1228,
1228,"There are many laws regulating variation, some few of which can be dimly"
1228,"seen, and will be hereafter briefly mentioned. I will here only allude"
1228,to what may be called correlation of growth. Any change in the embryo
1228,or larva will almost certainly entail changes in the mature animal. In
1228,"monstrosities, the correlations between quite distinct parts are very"
1228,curious; and many instances are given in Isidore Geoffroy St. Hilaire's
1228,great work on this subject. Breeders believe that long limbs are almost
1228,always accompanied by an elongated head. Some instances of correlation
1228,are quite whimsical; thus cats with blue eyes are invariably deaf;
1228,"colour and constitutional peculiarities go together, of which many"
1228,remarkable cases could be given amongst animals and plants. From the
1228,"facts collected by Heusinger, it appears that white sheep and pigs are"
1228,differently affected from coloured individuals by certain vegetable
1228,poisons. Hairless dogs have imperfect teeth; long-haired and
1228,"coarse-haired animals are apt to have, as is asserted, long or many"
1228,horns; pigeons with feathered feet have skin between their outer toes;
1228,"pigeons with short beaks have small feet, and those with long beaks"
1228,"large feet. Hence, if man goes on selecting, and thus augmenting, any"
1228,"peculiarity, he will almost certainly unconsciously modify other parts"
1228,"of the structure, owing to the mysterious laws of the correlation of"
1228,growth.
1228,
1228,"The result of the various, quite unknown, or dimly seen laws of"
1228,variation is infinitely complex and diversified. It is well worth while
1228,carefully to study the several treatises published on some of our old
1228,"cultivated plants, as on the hyacinth, potato, even the dahlia, etc.;"
1228,and it is really surprising to note the endless points in structure and
1228,constitution in which the varieties and sub-varieties differ slightly
1228,"from each other. The whole organisation seems to have become plastic,"
1228,and tends to depart in some small degree from that of the parental type.
1228,
1228,Any variation which is not inherited is unimportant for us. But the
1228,"number and diversity of inheritable deviations of structure, both"
1228,"those of slight and those of considerable physiological importance,"
1228,"is endless. Dr. Prosper Lucas's treatise, in two large volumes, is the"
1228,fullest and the best on this subject. No breeder doubts how strong
1228,is the tendency to inheritance: like produces like is his fundamental
1228,belief: doubts have been thrown on this principle by theoretical writers
1228,"alone. When a deviation appears not unfrequently, and we see it in the"
1228,"father and child, we cannot tell whether it may not be due to the same"
1228,"original cause acting on both; but when amongst individuals, apparently"
1228,"exposed to the same conditions, any very rare deviation, due to some"
1228,"extraordinary combination of circumstances, appears in the parent--say,"
1228,once amongst several million individuals--and it reappears in the
1228,"child, the mere doctrine of chances almost compels us to attribute"
1228,its reappearance to inheritance. Every one must have heard of cases of
1228,"albinism, prickly skin, hairy bodies, etc., appearing in several members"
1228,of the same family. If strange and rare deviations of structure are
1228,"truly inherited, less strange and commoner deviations may be freely"
1228,admitted to be inheritable. Perhaps the correct way of viewing the
1228,"whole subject, would be, to look at the inheritance of every character"
1228,"whatever as the rule, and non-inheritance as the anomaly."
1228,
1228,The laws governing inheritance are quite unknown; no one can say why the
1228,"same peculiarity in different individuals of the same species, and in"
1228,"individuals of different species, is sometimes inherited and sometimes"
1228,not so; why the child often reverts in certain characters to its
1228,grandfather or grandmother or other much more remote ancestor; why a
1228,peculiarity is often transmitted from one sex to both sexes or to one
1228,"sex alone, more commonly but not exclusively to the like sex. It is a"
1228,"fact of some little importance to us, that peculiarities appearing"
1228,in the males of our domestic breeds are often transmitted either
1228,"exclusively, or in a much greater degree, to males alone. A much more"
1228,"important rule, which I think may be trusted, is that, at whatever"
1228,"period of life a peculiarity first appears, it tends to appear in the"
1228,"offspring at a corresponding age, though sometimes earlier. In many"
1228,cases this could not be otherwise: thus the inherited peculiarities
1228,in the horns of cattle could appear only in the offspring when nearly
1228,mature; peculiarities in the silkworm are known to appear at the
1228,corresponding caterpillar or cocoon stage. But hereditary diseases and
1228,"some other facts make me believe that the rule has a wider extension,"
1228,and that when there is no apparent reason why a peculiarity should
1228,"appear at any particular age, yet that it does tend to appear in the"
1228,offspring at the same period at which it first appeared in the parent. I
1228,believe this rule to be of the highest importance in explaining the
1228,laws of embryology. These remarks are of course confined to the first
1228,"APPEARANCE of the peculiarity, and not to its primary cause, which may"
1228,have acted on the ovules or male element; in nearly the same manner as
1228,"in the crossed offspring from a short-horned cow by a long-horned bull,"
1228,"the greater length of horn, though appearing late in life, is clearly"
1228,due to the male element.
1228,
1228,"Having alluded to the subject of reversion, I may here refer to"
1228,"a statement often made by naturalists--namely, that our domestic"
1228,"varieties, when run wild, gradually but certainly revert in character to"
1228,their aboriginal stocks. Hence it has been argued that no deductions can
1228,be drawn from domestic races to species in a state of nature. I have in
1228,vain endeavoured to discover on what decisive facts the above statement
1228,has so often and so boldly been made. There would be great difficulty
1228,in proving its truth: we may safely conclude that very many of the most
1228,strongly-marked domestic varieties could not possibly live in a wild
1228,"state. In many cases we do not know what the aboriginal stock was, and"
1228,so could not tell whether or not nearly perfect reversion had ensued.
1228,"It would be quite necessary, in order to prevent the effects of"
1228,"intercrossing, that only a single variety should be turned loose in"
1228,"its new home. Nevertheless, as our varieties certainly do occasionally"
1228,"revert in some of their characters to ancestral forms, it seems to me"
1228,"not improbable, that if we could succeed in naturalising, or were to"
1228,"cultivate, during many generations, the several races, for instance,"
1228,"of the cabbage, in very poor soil (in which case, however, some effect"
1228,"would have to be attributed to the direct action of the poor soil),"
1228,"that they would to a large extent, or even wholly, revert to the wild"
1228,"aboriginal stock. Whether or not the experiment would succeed, is not of"
1228,great importance for our line of argument; for by the experiment itself
1228,the conditions of life are changed. If it could be shown that our
1228,"domestic varieties manifested a strong tendency to reversion,--that"
1228,"is, to lose their acquired characters, whilst kept under unchanged"
1228,"conditions, and whilst kept in a considerable body, so that free"
