gutenberg_id,text
2009,"the future question for naturalists will be how, for instance, cattle"
2009,got their horns and not for what they are used. It is rather a singular
2009,instance of the manner in which similar views arise at about the same
2009,"time, that Goethe in Germany, Dr. Darwin in England, and Geoffroy"
2009,"Saint-Hilaire (as we shall immediately see) in France, came to the same"
2009,"conclusion on the origin of species, in the years -.)"
2009,
2009,"Geoffroy Saint-Hilaire, as is stated in his ""Life"", written by his"
2009,"son, suspected, as early as , that what we call species are various"
2009,degenerations of the same type. It was not until  that he published
2009,his conviction that the same forms have not been perpetuated since
2009,the origin of all things. Geoffroy seems to have relied chiefly on the
2009,"conditions of life, or the ""monde ambiant"" as the cause of change. He"
2009,"was cautious in drawing conclusions, and did not believe that existing"
2009,"species are now undergoing modification; and, as his son adds, ""C'est"
2009,"donc un probleme a reserver entierement a l'avenir, suppose meme que"
2009,"l'avenir doive avoir prise sur lui."""
2009,
2009,"In  Dr. W.C. Wells read before the Royal Society ""An Account of a"
2009,"White Female, part of whose skin resembles that of a Negro""; but his"
2009,"paper was not published until his famous ""Two Essays upon Dew and Single"
2009,"Vision"" appeared in . In this paper he distinctly recognises the"
2009,"principle of natural selection, and this is the first recognition which"
2009,"has been indicated; but he applies it only to the races of man, and to"
2009,certain characters alone. After remarking that negroes and mulattoes
2009,"enjoy an immunity from certain tropical diseases, he observes, firstly,"
2009,"that all animals tend to vary in some degree, and, secondly, that"
2009,agriculturists improve their domesticated animals by selection; and
2009,"then, he adds, but what is done in this latter case ""by art, seems to"
2009,"be done with equal efficacy, though more slowly, by nature, in the"
2009,"formation of varieties of mankind, fitted for the country which they"
2009,"inhabit. Of the accidental varieties of man, which would occur among"
2009,"the first few and scattered inhabitants of the middle regions of Africa,"
2009,some one would be better fitted than others to bear the diseases of the
2009,"country. This race would consequently multiply, while the others would"
2009,decrease; not only from their in ability to sustain the attacks of
2009,"disease, but from their incapacity of contending with their more"
2009,vigorous neighbours. The colour of this vigorous race I take for
2009,"granted, from what has been already said, would be dark. But the same"
2009,"disposition to form varieties still existing, a darker and a darker race"
2009,would in the course of time occur: and as the darkest would be the best
2009,"fitted for the climate, this would at length become the most prevalent,"
2009,"if not the only race, in the particular country in which it had"
2009,"originated."" He then extends these same views to the white inhabitants"
2009,"of colder climates. I am indebted to Mr. Rowley, of the United States,"
2009,"for having called my attention, through Mr. Brace, to the above passage"
2009,of Dr. Wells' work.
2009,
2009,"The Hon. and Rev. W. Herbert, afterward Dean of Manchester, in the"
2009,"fourth volume of the ""Horticultural Transactions"", , and in his"
2009,"work on the ""Amaryllidaceae"" (, pages , ), declares that"
2009,"""horticultural experiments have established, beyond the possibility of"
2009,"refutation, that botanical species are only a higher and more permanent"
2009,"class of varieties."" He extends the same view to animals. The dean"
2009,believes that single species of each genus were created in an originally
2009,"highly plastic condition, and that these have produced, chiefly by"
2009,"inter-crossing, but likewise by variation, all our existing species."
2009,
2009,"In  Professor Grant, in the concluding paragraph in his well-known"
2009,"paper (""Edinburgh Philosophical Journal"", vol. XIV, page ) on the"
2009,"Spongilla, clearly declares his belief that species are descended"
2009,"from other species, and that they become improved in the course of"
2009,"modification. This same view was given in his Fifty-fifth Lecture,"
2009,"published in the ""Lancet"" in ."
2009,
2009,"In  Mr. Patrick Matthew published his work on ""Naval Timber and"
2009,"Arboriculture"", in which he gives precisely the same view on the origin"
2009,of species as that (presently to be alluded to) propounded by Mr.
2009,"Wallace and myself in the ""Linnean Journal"", and as that enlarged in"
2009,the present volume. Unfortunately the view was given by Mr. Matthew very
2009,briefly in scattered passages in an appendix to a work on a different
2009,"subject, so that it remained unnoticed until Mr. Matthew himself drew"
2009,"attention to it in the ""Gardeners' Chronicle"", on April , . The"
2009,differences of Mr. Matthew's views from mine are not of much importance:
2009,he seems to consider that the world was nearly depopulated at successive
2009,"periods, and then restocked; and he gives as an alternative, that new"
2009,"forms may be generated ""without the presence of any mold or germ of"
2009,"former aggregates."" I am not sure that I understand some passages; but"
2009,it seems that he attributes much influence to the direct action of
2009,"the conditions of life. He clearly saw, however, the full force of the"
2009,principle of natural selection.
2009,
2009,"The celebrated geologist and naturalist, Von Buch, in his excellent"
2009,"""Description Physique des Isles Canaries"" (, page ), clearly"
2009,expresses his belief that varieties slowly become changed into permanent
2009,"species, which are no longer capable of intercrossing."
2009,
2009,"Rafinesque, in his ""New Flora of North America"", published in ,"
2009,"wrote (page ) as follows: ""All species might have been varieties once,"
2009,and many varieties are gradually becoming species by assuming constant
2009,"and peculiar characters;"" but further on (page ) he adds, ""except the"
2009,"original types or ancestors of the genus."""
2009,
2009,"In - Professor Haldeman (""Boston Journal of Nat. Hist. U. States"","
2009,"vol. iv, page ) has ably given the arguments for and against the"
2009,hypothesis of the development and modification of species: he seems to
2009,lean toward the side of change.
2009,
2009,"The ""Vestiges of Creation"" appeared in . In the tenth and much"
2009,"improved edition () the anonymous author says (page ): ""The"
2009,"proposition determined on after much consideration is, that the several"
2009,"series of animated beings, from the simplest and oldest up to the"
2009,"highest and most recent, are, under the providence of God, the results,"
2009,"FIRST, of an impulse which has been imparted to the forms of life,"
2009,"advancing them, in definite times, by generation, through grades of"
2009,"organisation terminating in the highest dicotyledons and vertebrata,"
2009,"these grades being few in number, and generally marked by intervals"
2009,"of organic character, which we find to be a practical difficulty in"
2009,"ascertaining affinities; SECOND, of another impulse connected with the"
2009,"vital forces, tending, in the course of generations, to modify organic"
2009,"structures in accordance with external circumstances, as food, the"
2009,"nature of the habitat, and the meteoric agencies, these being the"
2009,"'adaptations' of the natural theologian."" The author apparently believes"
2009,"that organisation progresses by sudden leaps, but that the effects"
2009,produced by the conditions of life are gradual. He argues with much
2009,force on general grounds that species are not immutable productions.
2009,"But I cannot see how the two supposed ""impulses"" account in a scientific"
2009,sense for the numerous and beautiful coadaptations which we see
2009,"throughout nature; I cannot see that we thus gain any insight how, for"
2009,"instance, a woodpecker has become adapted to its peculiar habits of"
2009,"life. The work, from its powerful and brilliant style, though displaying"
2009,in the early editions little accurate knowledge and a great want of
2009,"scientific caution, immediately had a very wide circulation. In my"
2009,opinion it has done excellent service in this country in calling
2009,"attention to the subject, in removing prejudice, and in thus preparing"
2009,the ground for the reception of analogous views.
2009,
2009,In  the veteran geologist M.J. d'Omalius d'Halloy published in an
2009,"excellent though short paper (""Bulletins de l'Acad. Roy. Bruxelles"","
2009,"tom. xiii, page ) his opinion that it is more probable that new"
2009,species have been produced by descent with modification than that they
2009,have been separately created: the author first promulgated this opinion
2009,in .
2009,
2009,"Professor Owen, in  (""Nature of Limbs"", page ), wrote as follows:"
2009,"""The archetypal idea was manifested in the flesh under diverse such"
2009,"modifications, upon this planet, long prior to the existence of those"
2009,animal species that actually exemplify it. To what natural laws or
2009,secondary causes the orderly succession and progression of such organic
2009,"phenomena may have been committed, we, as yet, are ignorant."" In his"
2009,"address to the British Association, in , he speaks (page li) of ""the"
2009,"axiom of the continuous operation of creative power, or of the ordained"
2009,"becoming of living things."" Further on (page xc), after referring"
2009,"to geographical distribution, he adds, ""These phenomena shake our"
2009,confidence in the conclusion that the Apteryx of New Zealand and the
2009,Red Grouse of England were distinct creations in and for those islands
2009,"respectively. Always, also, it may be well to bear in mind that by the"
2009,"word 'creation' the zoologist means 'a process he knows not what.'"" He"
2009,amplifies this idea by adding that when such cases as that of the Red
2009,"Grouse are ""enumerated by the zoologist as evidence of distinct creation"
2009,"of the bird in and for such islands, he chiefly expresses that he"
2009,"knows not how the Red Grouse came to be there, and there exclusively;"
2009,"signifying also, by this mode of expressing such ignorance, his belief"
2009,that both the bird and the islands owed their origin to a great first
2009,"Creative Cause."" If we interpret these sentences given in the same"
2009,"address, one by the other, it appears that this eminent philosopher felt"
2009,in  his confidence shaken that the Apteryx and the Red Grouse first
2009,"appeared in their respective homes ""he knew not how,"" or by some process"
2009,"""he knew not what."""
2009,
2009,This address was delivered after the papers by Mr. Wallace and myself on
2009,"the Origin of Species, presently to be referred to, had been read before"
2009,"the Linnean Society. When the first edition of this work was published,"
2009,"I was so completely deceived, as were many others, by such expressions"
2009,"as ""the continuous operation of creative power,"" that I included"
2009,Professor Owen with other palaeontologists as being firmly convinced
2009,"of the immutability of species; but it appears (""Anat. of Vertebrates"","
2009,"vol. iii, page ) that this was on my part a preposterous error. In"
2009,"the last edition of this work I inferred, and the inference still seems"
2009,"to me perfectly just, from a passage beginning with the words ""no doubt"
2009,"the type-form,"" etc.(Ibid., vol. i, page xxxv), that Professor Owen"
2009,admitted that natural selection may have done something in the formation
2009,"of a new species; but this it appears (Ibid., vol. iii. page )"
2009,is inaccurate and without evidence. I also gave some extracts from a
2009,"correspondence between Professor Owen and the editor of the ""London"
2009,"Review"", from which it appeared manifest to the editor as well as to"
2009,"myself, that Professor Owen claimed to have promulgated the theory of"
2009,natural selection before I had done so; and I expressed my surprise
2009,and satisfaction at this announcement; but as far as it is possible to
2009,"understand certain recently published passages (Ibid., vol. iii. page"
2009,) I have either partially or wholly again fallen into error. It
2009,is consolatory to me that others find Professor Owen's controversial
2009,"writings as difficult to understand and to reconcile with each other,"
2009,as I do. As far as the mere enunciation of the principle of natural
2009,"selection is concerned, it is quite immaterial whether or not Professor"
2009,"Owen preceded me, for both of us, as shown in this historical sketch,"
2009,were long ago preceded by Dr. Wells and Mr. Matthews.
2009,
2009,"M. Isidore Geoffroy Saint-Hilaire, in his lectures delivered in  (of"
2009,"which a Resume appeared in the ""Revue et Mag. de Zoolog."", Jan., ),"
2009,"briefly gives his reason for believing that specific characters ""sont"
2009,"fixes, pour chaque espece, tant qu'elle se perpetue au milieu des memes"
2009,"circonstances: ils se modifient, si les circonstances ambiantes viennent"
2009,"a changer. En resume, L'OBSERVATION des animaux sauvages demontre deja"
2009,la variabilite LIMITEE des especes. Les EXPERIENCES sur les animaux
2009,"sauvages devenus domestiques, et sur les animaux domestiques redevenus"
2009,"sauvages, la demontrent plus clairment encore. Ces memes experiences"
2009,"prouvent, de plus, que les differences produites peuvent etre de VALEUR"
2009,"GENERIQUE."" In his ""Hist. Nat. Generale"" (tom. ii, page , ) he"
2009,amplifies analogous conclusions.
2009,
2009,"From a circular lately issued it appears that Dr. Freke, in "
2009,"(""Dublin Medical Press"", page ), propounded the doctrine that all"
2009,organic beings have descended from one primordial form. His grounds of
2009,belief and treatment of the subject are wholly different from mine;
2009,"but as Dr. Freke has now () published his Essay on the ""Origin of"
2009,"Species by means of Organic Affinity"", the difficult attempt to give any"
2009,idea of his views would be superfluous on my part.
2009,
2009,"Mr. Herbert Spencer, in an Essay (originally published in the ""Leader"","
2009,"March, , and republished in his ""Essays"", in ), has contrasted"
2009,the theories of the Creation and the Development of organic beings
2009,with remarkable skill and force. He argues from the analogy of domestic
2009,"productions, from the changes which the embryos of many species undergo,"
2009,"from the difficulty of distinguishing species and varieties, and from"
2009,"the principle of general gradation, that species have been modified;"
2009,and he attributes the modification to the change of circumstances.
2009,The author () has also treated Psychology on the principle of the
2009,necessary acquirement of each mental power and capacity by gradation.
2009,
2009,"In  M. Naudin, a distinguished botanist, expressly stated, in an"
2009,"admirable paper on the Origin of Species (""Revue Horticole"", page ;"
2009,"since partly republished in the ""Nouvelles Archives du Museum"", tom. i,"
2009,"page ), his belief that species are formed in an analogous manner as"
2009,varieties are under cultivation; and the latter process he attributes to
2009,man's power of selection. But he does not show how selection acts under
2009,"nature. He believes, like Dean Herbert, that species, when nascent,"
2009,were more plastic than at present. He lays weight on what he calls the
2009,"principle of finality, ""puissance mysterieuse, indeterminee; fatalite"
2009,"pour les uns; pour les autres volonte providentielle, dont l'action"
2009,"incessante sur les etres vivantes determine, a toutes les epoques de"
2009,"l'existence du monde, la forme, le volume, et la duree de chacun d'eux,"
2009,en raison de sa destinee dans l'ordre de choses dont il fait partie.
2009,"C'est cette puissance qui harmonise chaque membre a l'ensemble, en"
2009,l'appropriant a la fonction qu'il doit remplir dans l'organisme general
2009,"de la nature, fonction qui est pour lui sa raison d'etre."" (From"
2009,"references in Bronn's ""Untersuchungen uber die Entwickelungs-Gesetze"","
2009,it appears that the celebrated botanist and palaeontologist Unger
2009,"published, in , his belief that species undergo development and"
2009,"modification. Dalton, likewise, in Pander and Dalton's work on Fossil"
2009,"Sloths, expressed, in , a similar belief. Similar views have, as is"
2009,"well known, been maintained by Oken in his mystical ""Natur-Philosophie""."
2009,"From other references in Godron's work ""Sur l'Espece"", it seems that"
2009,"Bory St. Vincent, Burdach, Poiret and Fries, have all admitted that"
2009,"new species are continually being produced. I may add, that of the"
2009,"thirty-four authors named in this Historical Sketch, who believe in"
2009,"the modification of species, or at least disbelieve in separate acts"
2009,"of creation, twenty-seven have written on special branches of natural"
2009,history or geology.)
2009,
2009,"In  a celebrated geologist, Count Keyserling (""Bulletin de la Soc."
2009,"Geolog."", nd Ser., tom. x, page ), suggested that as new diseases,"
2009,supposed to have been caused by some miasma have arisen and spread over
2009,"the world, so at certain periods the germs of existing species may have"
2009,been chemically affected by circumambient molecules of a particular
2009,"nature, and thus have given rise to new forms."
2009,
2009,"In this same year, , Dr. Schaaffhausen published an excellent"
2009,"pamphlet (""Verhand. des Naturhist. Vereins der Preuss. Rheinlands"","
2009,"etc.), in which he maintains the development of organic forms on the"
2009,"earth. He infers that many species have kept true for long periods,"
2009,whereas a few have become modified. The distinction of species he
2009,"explains by the destruction of intermediate graduated forms. ""Thus"
2009,living plants and animals are not separated from the extinct by new
2009,"creations, but are to be regarded as their descendants through continued"
2009,"reproduction."""
2009,
2009,"A well-known French botanist, M. Lecoq, writes in  (""Etudes sur"
2009,"Geograph."" Bot. tom. i, page ), ""On voit que nos recherches sur la"
2009,"fixite ou la variation de l'espece, nous conduisent directement aux"
2009,"idees emises par deux hommes justement celebres, Geoffroy Saint-Hilaire"
2009,"et Goethe."" Some other passages scattered through M. Lecoq's large"
2009,work make it a little doubtful how far he extends his views on the
2009,modification of species.
2009,
2009,"The ""Philosophy of Creation"" has been treated in a masterly manner by"
2009,"the Rev. Baden Powell, in his ""Essays on the Unity of Worlds"", ."
2009,Nothing can be more striking than the manner in which he shows that the
2009,"introduction of new species is ""a regular, not a casual phenomenon,"" or,"
2009,"as Sir John Herschel expresses it, ""a natural in contradistinction to a"
2009,"miraculous process."""
2009,
2009,"The third volume of the ""Journal of the Linnean Society"" contains"
2009,"papers, read July , , by Mr. Wallace and myself, in which, as"
2009,"stated in the introductory remarks to this volume, the theory of"
2009,Natural Selection is promulgated by Mr. Wallace with admirable force and
2009,clearness.
2009,
2009,"Von Baer, toward whom all zoologists feel so profound a respect,"
2009,"expressed about the year  (see Prof. Rudolph Wagner,"
2009,"""Zoologisch-Anthropologische Untersuchungen"", , s. ) his"
2009,"conviction, chiefly grounded on the laws of geographical distribution,"
2009,that forms now perfectly distinct have descended from a single
2009,parent-form.
2009,
2009,"In June, , Professor Huxley gave a lecture before the Royal"
2009,"Institution on the ""Persistent Types of Animal Life"". Referring to such"
2009,"cases, he remarks, ""It is difficult to comprehend the meaning of such"
2009,"facts as these, if we suppose that each species of animal and plant, or"
2009,"each great type of organisation, was formed and placed upon the surface"
2009,of the globe at long intervals by a distinct act of creative power; and
2009,it is well to recollect that such an assumption is as unsupported by
2009,tradition or revelation as it is opposed to the general analogy of
2009,"nature. If, on the other hand, we view ""Persistent Types"" in relation to"
2009,that hypothesis which supposes the species living at any time to be the
2009,"result of the gradual modification of pre-existing species, a hypothesis"
2009,"which, though unproven, and sadly damaged by some of its supporters,"
2009,is yet the only one to which physiology lends any countenance; their
2009,existence would seem to show that the amount of modification which
2009,living beings have undergone during geological time is but very small in
2009,"relation to the whole series of changes which they have suffered."""
2009,
2009,"In December, , Dr. Hooker published his ""Introduction to the"
2009,"Australian Flora"". In the first part of this great work he admits the"
2009,"truth of the descent and modification of species, and supports this"
2009,doctrine by many original observations.
2009,
2009,"The first edition of this work was published on November , , and"
2009,"the second edition on January , ."
2009,
2009,
2009,
2009,CONTENTS.
2009,
2009,
2009,  INTRODUCTION
2009,
2009,
2009,  CHAPTER I.
2009,
2009,  VARIATION UNDER DOMESTICATION.
2009,
2009,  Causes of Variability--Effects of Habit and the use or disuse of
2009,  Parts--Correlated Variation--Inheritance--Character of Domestic
2009,  Varieties--Difficulty of distinguishing between Varieties and
2009,  Species--Origin of Domestic Varieties from one or more Species--Domestic
2009,"  Pigeons, their Differences and Origin--Principles of Selection,"
2009,"  anciently followed, their Effects--Methodical and Unconscious"
2009,  Selection--Unknown Origin of our Domestic Productions--Circumstances
2009,  favourable to Man's power of Selection.
2009,
2009,
2009,  CHAPTER II.
2009,
2009,  VARIATION UNDER NATURE.
2009,
2009,"  Variability--Individual Differences--Doubtful species--Wide ranging,"
2009,"  much diffused, and common species, vary most--Species of the larger"
2009,  genera in each country vary more frequently than the species of the
2009,  smaller genera--Many of the species of the larger genera resemble
2009,"  varieties in being very closely, but unequally, related to each other,"
2009,  and in having restricted ranges.
2009,
2009,
2009,  CHAPTER III.
2009,
2009,  STRUGGLE FOR EXISTENCE.
2009,
2009,  Its bearing on natural selection--The term used in a wide
2009,  sense--Geometrical ratio of increase--Rapid increase of naturalised
2009,  animals and plants--Nature of the checks to increase--Competition
2009,  universal--Effects of climate--Protection from the number of
2009,  individuals--Complex relations of all animals and plants throughout
2009,  nature--Struggle for life most severe between individuals and varieties
2009,  of the same species; often severe between species of the same genus--The
2009,  relation of organism to organism the most important of all relations.
2009,
2009,
2009,  CHAPTER IV.
2009,
2009,  NATURAL SELECTION; OR THE SURVIVAL OF THE FITTEST.
2009,
2009,  Natural Selection--its power compared with man's selection--its power
2009,  on characters of trifling importance--its power at all ages and on
2009,  both sexes--Sexual Selection--On the generality of intercrosses
2009,  between individuals of the same species--Circumstances favourable and
2009,"  unfavourable to the results of Natural Selection, namely, intercrossing,"
2009,"  isolation, number of individuals--Slow action--Extinction caused by"
2009,"  Natural Selection--Divergence of Character, related to the diversity of"
2009,  inhabitants of any small area and to naturalisation--Action of Natural
2009,"  Selection, through Divergence of Character and Extinction, on the"
2009,  descendants from a common parent--Explains the Grouping of all organic
2009,  beings--Advance in organisation--Low forms preserved--Convergence of
2009,  character--Indefinite multiplication of species--Summary.
2009,
2009,
2009,  CHAPTER V.
2009,
2009,  LAWS OF VARIATION.
2009,
2009,"  Effects of changed conditions--Use and disuse, combined with natural"
2009,  selection; organs of flight and of vision--Acclimatisation--Correlated
2009,  variation--Compensation and economy of growth--False
2009,"  correlations--Multiple, rudimentary, and lowly organised structures"
2009,  variable--Parts developed in an unusual manner are highly variable;
2009,  specific characters more variable than generic; secondary sexual
2009,  characters variable--Species of the same genus vary in an analogous
2009,  manner--Reversions to long-lost characters--Summary.
2009,
2009,
2009,  CHAPTER VI.
2009,
2009,  DIFFICULTIES OF THE THEORY.
2009,
2009,  Difficulties of the theory of descent with modification--Absence
2009,  or rarity of transitional varieties--Transitions in habits of
2009,  life--Diversified habits in the same species--Species with habits
2009,  widely different from those of their allies--Organs of extreme
2009,  perfection--Modes of transition--Cases of difficulty--Natura non facit
2009,  saltum--Organs of small importance--Organs not in all cases absolutely
2009,  perfect--The law of Unity of Type and of the Conditions of Existence
2009,  embraced by the theory of Natural Selection.
2009,
2009,
2009,  CHAPTER VII.
2009,
2009,  MISCELLANEOUS OBJECTIONS TO THE THEORY OF NATURAL SELECTION.
2009,
2009,  Longevity--Modifications not necessarily simultaneous--Modifications
2009,  apparently of no direct service--Progressive development--Characters of
2009,"  small functional importance, the most constant--Supposed incompetence"
2009,  of natural selection to account for the incipient stages of useful
2009,  structures--Causes which interfere with the acquisition through natural
2009,  selection of useful structures--Gradations of structure with changed
2009,"  functions--Widely different organs in members of the same class,"
2009,  developed from one and the same source--Reasons for disbelieving in
2009,  great and abrupt modifications.
2009,
2009,
2009,  CHAPTER VIII.
2009,
2009,  INSTINCT.
2009,
2009,"  Instincts comparable with habits, but different in their"
2009,  origin--Instincts graduated--Aphides and ants--Instincts
2009,"  variable--Domestic instincts, their origin--Natural instincts of"
2009,"  the cuckoo, molothrus, ostrich, and parasitic bees--Slave-making"
2009,"  ants--Hive-bee, its cell-making instinct--Changes of instinct and"
2009,  structure not necessarily simultaneous--Difficulties on the theory of
2009,  the Natural Selection of instincts--Neuter or sterile insects--Summary.
2009,
2009,
2009,  CHAPTER IX.
2009,
2009,  HYBRIDISM.
2009,
2009,  Distinction between the sterility of first crosses and of
2009,"  hybrids--Sterility various in degree, not universal, affected by close"
2009,"  interbreeding, removed by domestication--Laws governing the sterility"
2009,"  of hybrids--Sterility not a special endowment, but incidental on"
2009,"  other differences, not accumulated by natural selection--Causes of"
2009,  the sterility of first crosses and of hybrids--Parallelism between the
2009,  effects of changed conditions of life and of crossing--Dimorphism and
2009,  Trimorphism--Fertility of varieties when crossed and of their mongrel
2009,  offspring not universal--Hybrids and mongrels compared independently of
2009,  their fertility--Summary.
2009,
2009,
2009,  CHAPTER X.
2009,
2009,  ON THE IMPERFECTION OF THE GEOLOGICAL RECORD.
2009,
2009,  On the absence of intermediate varieties at the present day--On the
2009,  nature of extinct intermediate varieties; on their number--On the lapse
2009,"  of time, as inferred from the rate of denudation and of deposition--On"
2009,  the lapse of time as estimated in years--On the poorness of our
2009,  palaeontological collections--On the intermittence of geological
2009,  formations--On the denudation of granitic areas--On the absence of
2009,  intermediate varieties in any one formation--On the sudden appearance
2009,  of groups of species--On their sudden appearance in the lowest known
2009,  fossiliferous strata--Antiquity of the habitable earth.
2009,
2009,
2009,  CHAPTER XI.
2009,
2009,  ON THE GEOLOGICAL SUCCESSION OF ORGANIC BEINGS.
2009,
2009,  On the slow and successive appearance of new species--On their different
2009,  rates of change--Species once lost do not reappear--Groups of species
2009,  follow the same general rules in their appearance and disappearance as
2009,  do single species--On extinction--On simultaneous changes in the forms
2009,  of life throughout the world--On the affinities of extinct species to
2009,  each other and to living species--On the state of development of
2009,  ancient forms--On the succession of the same types within the same
2009,  areas--Summary of preceding and present chapter.
2009,
2009,
2009,  CHAPTER XII.
2009,
2009,  GEOGRAPHICAL DISTRIBUTION.
2009,
2009,  Present distribution cannot be accounted for by differences in physical
2009,  conditions--Importance of barriers--Affinity of the productions of the
2009,  same continent--Centres of creation--Means of dispersal by changes of
2009,"  climate and of the level of the land, and by occasional means--Dispersal"
2009,  during the Glacial period--Alternate Glacial periods in the north and
2009,  south.
2009,
2009,
2009,  CHAPTER XIII.
2009,
2009,  GEOGRAPHICAL DISTRIBUTION--CONTINUED.
2009,
2009,  Distribution of fresh-water productions--On the inhabitants of oceanic
2009,  islands--Absence of Batrachians and of terrestrial Mammals--On
2009,  the relation of the inhabitants of islands to those of the nearest
2009,  mainland--On colonisation from the nearest source with subsequent
2009,  modification--Summary of the last and present chapter.
2009,
2009,
2009,  CHAPTER XIV.
2009,
2009,  MUTUAL AFFINITIES OF ORGANIC BEINGS: MORPHOLOGY--EMBRYOLOGY--RUDIMENTARY
2009,  ORGANS.
2009,
